ability	source_sheet	trial	subject	value
Low ability	Ptrust_1	16	13	0.7657208913333333
Low ability	Ptrust_1	16	14	0.9017405186666666
Low ability	Ptrust_1	16	15	0.7928715564444445
Low ability	Ptrust_1	16	16	0.7989504666666667
Low ability	Ptrust_1	16	17	0.7031609575555556
Low ability	Ptrust_1	16	18	0.7124088633333333
Low ability	Ptrust_1	16	19	0.7186861688888889
Low ability	Ptrust_1	16	20	0.6493298855555555
Low ability	Ptrust_1	16	21	0.6920216199999999
Low ability	Ptrust_1	16	22	0.6757407793333333
Low ability	Ptrust_1	16	23	0.6648832464444444
Low ability	Ptrust_1	16	24	0.6928944951111111
Low ability	Ptrust_1	16	25	0.7367878571111112
Low ability	Ptrust_1	16	26	0.6653855868888888
Low ability	Ptrust_1	16	27	0.6533507639999999
Low ability	Ptrust_1	16	29	0.7619684368559669
Low ability	Ptrust_1	17	1	0.8555250593333334
Low ability	Ptrust_1	17	2	0.8500825944444443
Low ability	Ptrust_1	17	3	0.7969023802222223
Low ability	Ptrust_1	17	4	0.7115477595555556
Low ability	Ptrust_1	17	5	0.7812836304444444
Low ability	Ptrust_1	17	6	0.8420497153333334
Low ability	Ptrust_1	17	7	0.7559729911111112
Low ability	Ptrust_1	17	8	0.8893230666666666
Low ability	Ptrust_1	17	9	0.83512164
Low ability	Ptrust_1	17	10	0.8602657142222222
Low ability	Ptrust_1	17	11	0.9284686344444445
Low ability	Ptrust_1	17	12	0.8049104544444443
Low ability	Ptrust_1	17	13	0.7724156402222221
Low ability	Ptrust_1	17	14	0.9108921073333333
Low ability	Ptrust_1	17	15	0.8327366131111112
Low ability	Ptrust_1	17	16	0.8266979224444445
Low ability	Ptrust_1	17	17	0.7213723255555556
Low ability	Ptrust_1	17	18	0.7315974588888889
Low ability	Ptrust_1	17	19	0.7389773955555555
Low ability	Ptrust_1	17	20	0.6889853842222222
Low ability	Ptrust_1	17	21	0.7178441995555556
Low ability	Ptrust_1	17	22	0.7314230822222223
Low ability	Ptrust_1	17	23	0.7009311624444444
Low ability	Ptrust_1	17	24	0.72008508
Low ability	Ptrust_1	17	25	0.7715950211111111
Low ability	Ptrust_1	17	26	0.6931537497777778
Low ability	Ptrust_1	17	27	0.7074430246666666
Low ability	Ptrust_1	17	29	0.7843556965679013
Low ability	Ptrust_1	18	1	0.8497885013333334
Low ability	Ptrust_1	18	2	0.8483268637777778
Low ability	Ptrust_1	18	3	0.7931996246666667
Low ability	Ptrust_1	18	4	0.714891575111111
Low ability	Ptrust_1	18	5	0.8075016744444444
Low ability	Ptrust_1	18	6	0.8462682071111112
Low ability	Ptrust_1	18	7	0.7641168004444445
Low ability	Ptrust_1	18	8	0.9057653208888888
Low ability	Ptrust_1	18	9	0.837713268
Low ability	Ptrust_1	18	10	0.8951010206666665
Low ability	Ptrust_1	18	11	0.9260544682222221
Low ability	Ptrust_1	18	12	0.8270735899999999
Low ability	Ptrust_1	18	13	0.7854014904444444
Low ability	Ptrust_1	18	14	0.9176359519999999
Low ability	Ptrust_1	18	15	0.8482700488888889
Low ability	Ptrust_1	18	16	0.8503516084444445
Low ability	Ptrust_1	18	17	0.7425800413333334
Low ability	Ptrust_1	18	18	0.7491561131111112
Low ability	Ptrust_1	18	19	0.755988746
Low ability	Ptrust_1	18	20	0.7107869073333334
Low ability	Ptrust_1	18	21	0.7400437917777777
Low ability	Ptrust_1	18	22	0.756682358
Low ability	Ptrust_1	18	23	0.7298914266666667
Low ability	Ptrust_1	18	24	0.720079632
Low ability	Ptrust_1	18	25	0.789546822
Low ability	Ptrust_1	18	26	0.7117731035555556
Low ability	Ptrust_1	18	27	0.7376584855555556
Low ability	Ptrust_1	18	29	0.7985795348806584
Low ability	Ptrust_1	19	1	0.8447121122222222
Low ability	Ptrust_1	19	2	0.8496101202222222
Low ability	Ptrust_1	19	3	0.7963567780000002
Low ability	Ptrust_1	19	4	0.7186311115555556
Low ability	Ptrust_1	19	5	0.8106759139999999
Low ability	Ptrust_1	19	6	0.8567447166666667
Low ability	Ptrust_1	19	7	0.767421006888889
Low ability	Ptrust_1	19	8	0.911911451111111
Low ability	Ptrust_1	19	9	0.8384591980000001
Low ability	Ptrust_1	19	10	0.909845953111111
Low ability	Ptrust_1	19	11	0.9270669366666665
Low ability	Ptrust_1	19	12	0.8307968071111111
Low ability	Ptrust_1	19	13	0.792931307111111
Low ability	Ptrust_1	19	14	0.9195711897777779
Low ability	Ptrust_1	19	15	0.8448266615555555
Low ability	Ptrust_1	19	16	0.8550567328888888
Low ability	Ptrust_1	19	17	0.7522632868888889
Low ability	Ptrust_1	19	18	0.7631404386666666
Low ability	Ptrust_1	19	19	0.7728930153333334
Low ability	Ptrust_1	19	20	0.730548572
Low ability	Ptrust_1	19	21	0.7458392902222223
Low ability	Ptrust_1	19	22	0.7595496751111112
Low ability	Ptrust_1	19	23	0.7619252108888889
Low ability	Ptrust_1	19	24	0.7271172877777777
Low ability	Ptrust_1	19	25	0.8133395524444444
Low ability	Ptrust_1	19	26	0.7236133028888888
Low ability	Ptrust_1	19	27	0.7739614826666666
Low ability	Ptrust_1	19	29	0.8073633004362137
Low ability	Ptrust_1	20	1	0.848282349111111
Low ability	Ptrust_1	20	2	0.8481076135555555
Low ability	Ptrust_1	20	3	0.7879686257777778
Low ability	Ptrust_1	20	4	0.7191290655555557
Low ability	Ptrust_1	20	5	0.8037650713333333
Low ability	Ptrust_1	20	6	0.844313903111111
Low ability	Ptrust_1	20	7	0.7659993562222223
Low ability	Ptrust_1	20	8	0.9018276117777777
Low ability	Ptrust_1	20	9	0.8371093662222223
